job.log: 2024/03/18 14:45:22  Created 'KKelly - Latest 2D Scene' by 'admin'
job.log: 2024/03/19 00:52:58  Added Asset 'displacement_map_5.jpg' by User admin
job.log: 2024/03/19 00:52:58  Added Asset 'debris_low_standardSurface1_Normal.png' by User admin
job.log: 2024/03/19 00:52:58  Added Asset 'debris_low_standardSurface1_Normal_1.png' by User admin
job.log: 2024/03/19 00:52:58  Added Asset 'Door_diff_1.png' by User admin
job.log: 2024/03/19 00:52:59  Added Asset 'debris_low_standardSurface1_BaseMap_1.png' by User admin
job.log: 2024/03/19 00:53:18  Added Asset 'Deffuse_hydralisk.tif' by User admin
job.log: 2024/03/19 00:53:20  Added Asset 'Cube_rubble_diff_1.png' by User admin
job.log: 2024/03/19 00:53:20  Added Asset 'debris_low_standardSurface1_BaseMap.png' by User admin
job.log: 2024/03/19 00:53:20  Added Asset 'Cube_rubble_diff.png' by User admin
job.log: 2024/03/19 00:53:21  Added Asset 'Cube_rubble_normal_1.png' by User admin
job.log: 2024/03/19 00:53:22  Added Asset 'Cube_rubble_normal.png' by User admin
job.log: 2024/03/19 00:53:22  Added Asset 'Cube_diff_1.png' by User admin
job.log: 2024/03/19 00:53:23  Added Asset 'Cube_diff.png' by User admin
job.log: 2024/03/19 00:53:24  Added Asset 'Cube_normal_1.png' by User admin
job.log: 2024/03/19 00:53:24  Added Asset 'Cube_normal.png' by User admin
job.log: 2024/03/19 00:53:24  Added Asset 'color_map_18.jpg' by User admin
job.log: 2024/03/19 00:53:24  Added Asset 'color_map_17.jpg' by User admin
job.log: 2024/03/19 00:53:27  Added Asset 'CL02ned2_1.tif' by User admin
job.log: 2024/03/19 00:53:28  Added Asset 'CL02ned2.tif' by User admin
job.log: 2024/03/19 00:53:28  Added Asset 'color_map_16.jpg' by User admin
job.log: 2024/03/19 00:53:29  Added Asset 'CL02m_bill.tif' by User admin
job.log: 2024/03/19 00:53:29  Added Asset 'CL02ned1_1.tif' by User admin
job.log: 2024/03/19 00:53:30  Added Asset 'color_map_14.jpg' by User admin
job.log: 2024/03/19 00:53:30  Added Asset 'CL02frt_1.tif' by User admin
job.log: 2024/03/19 00:53:30  Added Asset 'CL02frt.tif' by User admin
job.log: 2024/03/19 00:53:30  Added Asset 'CL02ned1.tif' by User admin
job.log: 2024/03/19 00:53:30  Added Asset 'color_map_4.jpg' by User admin
job.log: 2024/03/19 00:53:31  Added Asset 'color_map_15.jpg' by User admin
job.log: 2024/03/19 00:53:32  Added Asset 'CL02brk_1.tif' by User admin
job.log: 2024/03/19 00:53:32  Added Asset 'CL02a_bill.tif' by User admin
job.log: 2024/03/19 00:53:33  Added Asset 'bush_front.jpg' by User admin
job.log: 2024/03/19 00:53:33  Added Asset 'bush_front_1.jpg' by User admin
job.log: 2024/03/19 00:53:33  Added Asset 'CL02brk.tif' by User admin
job.log: 2024/03/19 00:53:34  Added Asset 'bridge_low_standardSurface1_Normal_1.png' by User admin
job.log: 2024/03/19 00:53:34  Added Asset 'bridge_low_standardSurface1_Normal.png' by User admin
job.log: 2024/03/19 00:53:35  Added Asset 'bridge_low_standardSurface1_BaseMap.png' by User admin
job.log: 2024/03/19 00:53:35  Added Asset 'bridge_low_standardSurface1_BaseMap_1.png' by User admin
job.log: 2024/03/19 00:53:35  Added Asset 'bow_wood_mt_albedo.jpeg' by User admin
job.log: 2024/03/19 00:53:37  Added Asset 'bow_wood_mt_normal.png' by User admin
job.log: 2024/03/19 00:53:37  Added Asset 'bow_metal_mt_AO.jpeg' by User admin
job.log: 2024/03/19 00:53:37  Added Asset 'bow_bow_wood_mt_Roughness.png' by User admin
job.log: 2024/03/19 00:53:39  Added Asset 'BL02y_bill_1.tif' by User admin
job.log: 2024/03/19 00:53:40  Added Asset 'BL02y_bill.tif' by User admin
job.log: 2024/03/19 00:53:40  Added Asset 'BL02m_bill_1.tif' by User admin
job.log: 2024/03/19 00:53:41  Added Asset 'BL02m_bill.tif' by User admin
job.log: 2024/03/19 00:53:41  Added Asset 'bow_bow_metal_mt_Roughness.png' by User admin
job.log: 2024/03/19 00:53:41  Added Asset 'bark_willow_SPEC_1.jpg' by User admin
job.log: 2024/03/19 00:53:41  Added Asset 'BL02a_bill_1.tif' by User admin
job.log: 2024/03/19 00:53:42  Added Asset 'BL02a_bill.tif' by User admin
job.log: 2024/03/19 00:53:42  Added Asset 'bow_metal_mt_normal.png' by User admin
job.log: 2024/03/19 00:53:43  Added Asset 'bark_willow_SPEC.jpg' by User admin
job.log: 2024/03/19 00:53:44  Added Asset 'bark_willow.tga' by User admin
job.log: 2024/03/19 00:53:44  Added Asset 'bark_willow_1.tga' by User admin
job.log: 2024/03/19 00:53:44  Added Asset 'bark_willow_bump.tga' by User admin
job.log: 2024/03/19 00:53:44  Added Asset 'bark_willow_bump_1.tga' by User admin
job.log: 2024/03/19 00:53:45  Added Asset 'bark_cypress_bump_1.jpg' by User admin
job.log: 2024/03/19 00:53:46  Added Asset 'bark_cypress_1.jpg' by User admin
job.log: 2024/03/19 00:53:46  Added Asset 'bark_cypress.jpg' by User admin
job.log: 2024/03/19 00:53:46  Added Asset 'bark_cypress_bump.jpg' by User admin
job.log: 2024/03/19 00:53:48  Added Asset 'ASPEN_Leaf-Colour.tif' by User admin
job.log: 2024/03/19 00:53:48  Added Asset 'ASPEN_Leaf-Colour_1.tif' by User admin
job.log: 2024/03/19 00:53:48  Added Asset 'ASPEN_BARK.tif' by User admin
job.log: 2024/03/19 00:53:48  Added Asset 'ASPEN_BARK_1.tif' by User admin
job.log: 2024/03/19 00:53:49  Added Asset 'ASPEN_Leaf-Bump.tif' by User admin
job.log: 2024/03/19 00:53:49  Added Asset 'ASH_Leaf-Colour_1.tif' by User admin
job.log: 2024/03/19 00:53:49  Added Asset 'ASPEN_Leaf-Bump_1.tif' by User admin
job.log: 2024/03/19 00:53:49  Added Asset 'ASH_Leaf-Bump_1.tif' by User admin
job.log: 2024/03/19 00:53:50  Added Asset 'ASH_Bark-Bump.tif' by User admin
job.log: 2024/03/19 00:53:50  Added Asset 'ASH_Bark-Bump_1.tif' by User admin
job.log: 2024/03/19 00:53:50  Added Asset 'ASH_Leaf-Bump.tif' by User admin
job.log: 2024/03/19 00:53:50  Added Asset 'ASH_Leaf-Colour.tif' by User admin
job.log: 2024/03/19 00:53:51  Added Asset 'ASH_Bark_1.tif' by User admin
job.log: 2024/03/19 00:53:54  Added Asset 'ASH_Bark.tif' by User admin
job.log: 2024/03/19 00:53:54  Added Asset 'ao_map_14.jpg' by User admin
job.log: 2024/03/19 00:53:54  Added Asset 'ao_map_16.jpg' by User admin
job.log: 2024/03/19 00:53:54  Added Asset 'ao_map_15.jpg' by User admin
job.log: 2024/03/19 00:53:54  Added Asset 'Alder_Leaf-Bump_1.tif' by User admin
job.log: 2024/03/19 00:53:55  Added Asset 'Alder_Leaf-Colour_1.tif' by User admin
job.log: 2024/03/19 00:53:55  Added Asset 'Alder_Leaf-Bump.tif' by User admin
job.log: 2024/03/19 00:53:55  Added Asset 'Alder_Colour_1.jpg' by User admin
job.log: 2024/03/19 00:53:55  Added Asset 'Alder_Leaf-Colour.tif' by User admin
job.log: 2024/03/19 00:53:55  Added Asset 'ao_map_13.jpg' by User admin
job.log: 2024/03/19 00:53:56  Added Asset 'ao_map_4.jpg' by User admin
job.log: 2024/03/19 00:53:56  Added Asset 'Alder_Bump.jpg' by User admin
job.log: 2024/03/19 00:53:56  Added Asset 'Alder_Colour.jpg' by User admin
job.log: 2024/03/19 00:53:56  Added Asset 'Alder_Bump_1.jpg' by User admin
job.log: 2024/03/19 01:06:27  Started Job by User admin
job.log: 2024/03/19 13:52:20  DM-RENDER-001: Downloaded Asset(s) in 1.871 seconds
job.log: 2024/03/19 13:52:24  DM-RENDER-001: Rendering frame 0 of job 'Nick C color redo'
job.log: 2024/03/19 13:54:01  DM-RENDER-001: Redshift Info: Rendering frame 0...
job.log: 2024/03/19 13:54:01  DM-RENDER-001: Redshift Info: Summary: Lights:8 Meshes:217 Instances:0 PointClouds:0 MatOverrides:0 Proxies:0 ProxyInstances:0 Volumes:0 TraceSets:0
job.log: 2024/03/19 13:54:01  DM-RENDER-001: Redshift Info: License for net.maxon.license.app.bundle_maxonone-release~education-floating valid until Aug 28 2024
job.log: 2024/03/19 13:54:01  DM-RENDER-001: Redshift Info: =================================================================================================
job.log: 2024/03/19 13:54:01  DM-RENDER-001: Redshift Info: AMM enabled
job.log: 2024/03/19 13:54:01  DM-RENDER-001: Redshift Info: =================================================================================================
job.log: 2024/03/19 13:56:02  DM-RENDER-001: Redshift Info: Rendering time: 2m:1s (4 GPU(s) used)
job.log: 2024/03/19 13:56:02  DM-RENDER-001: Redshift Info: 
job.log: 2024/03/19 13:56:03  DM-RENDER-001: Rendering frame 1 of job 'Nick C color redo'
job.log: 2024/03/19 13:56:04  DM-RENDER-001: Redshift Info: Summary: Lights:8 Meshes:217 Instances:0 PointClouds:0 MatOverrides:0 Proxies:0 ProxyInstances:0 Volumes:0 TraceSets:0
job.log: 2024/03/19 13:56:04  DM-RENDER-001: Redshift Info: License for net.maxon.license.app.bundle_maxonone-release~education-floating valid until Aug 28 2024
job.log: 2024/03/19 13:56:04  DM-RENDER-001: Redshift Info: =================================================================================================
job.log: 2024/03/19 13:56:04  DM-RENDER-001: Redshift Info: =================================================================================================
job.log: 2024/03/19 13:56:04  DM-RENDER-001: Redshift Info: Rendering frame 1...
job.log: 2024/03/19 13:56:04  DM-RENDER-001: Redshift Info: AMM enabled
job.log: 2024/03/19 13:57:31  DM-RENDER-001: Redshift Info: Rendering time: 1m:26s (4 GPU(s) used)
job.log: 2024/03/19 13:57:31  DM-RENDER-001: Redshift Info: 
job.log: 2024/03/19 13:57:32  DM-RENDER-001: Rendering frame 2 of job 'Nick C color redo'
job.log: 2024/03/19 13:57:33  DM-RENDER-001: Redshift Info: =================================================================================================
job.log: 2024/03/19 13:57:33  DM-RENDER-001: Redshift Info: AMM enabled
job.log: 2024/03/19 13:57:33  DM-RENDER-001: Redshift Info: =================================================================================================
job.log: 2024/03/19 13:57:33  DM-RENDER-001: Redshift Info: Summary: Lights:8 Meshes:217 Instances:0 PointClouds:0 MatOverrides:0 Proxies:0 ProxyInstances:0 Volumes:0 TraceSets:0
job.log: 2024/03/19 13:57:33  DM-RENDER-001: Redshift Info: License for net.maxon.license.app.bundle_maxonone-release~education-floating valid until Aug 28 2024
job.log: 2024/03/19 13:57:33  DM-RENDER-001: Redshift Info: Rendering frame 2...
job.log: 2024/03/19 13:58:58  DM-RENDER-001: Redshift Info: 
job.log: 2024/03/19 13:58:58  DM-RENDER-001: Redshift Info: Rendering time: 1m:24s (4 GPU(s) used)
job.log: 2024/03/19 13:58:58  DM-RENDER-001: Rendering frame 3 of job 'Nick C color redo'
job.log: 2024/03/19 13:59:00  DM-RENDER-001: Redshift Info: Rendering frame 3...
job.log: 2024/03/19 13:59:00  DM-RENDER-001: Redshift Info: =================================================================================================
job.log: 2024/03/19 13:59:00  DM-RENDER-001: Redshift Info: =================================================================================================
job.log: 2024/03/19 13:59:00  DM-RENDER-001: Redshift Info: AMM enabled
job.log: 2024/03/19 13:59:00  DM-RENDER-001: Redshift Info: License for net.maxon.license.app.bundle_maxonone-release~education-floating valid until Aug 28 2024
job.log: 2024/03/19 13:59:00  DM-RENDER-001: Redshift Info: Summary: Lights:8 Meshes:217 Instances:0 PointClouds:0 MatOverrides:0 Proxies:0 ProxyInstances:0 Volumes:0 TraceSets:0
job.log: 2024/03/19 14:00:24  DM-RENDER-001: Redshift Info: 
job.log: 2024/03/19 14:00:24  DM-RENDER-001: Redshift Info: Rendering time: 1m:24s (4 GPU(s) used)
job.log: 2024/03/19 14:00:25  DM-RENDER-001: Rendering frame 4 of job 'Nick C color redo'
job.log: 2024/03/19 14:00:26  DM-RENDER-001: Redshift Info: AMM enabled
job.log: 2024/03/19 14:00:26  DM-RENDER-001: Redshift Info: Rendering frame 4...
job.log: 2024/03/19 14:00:26  DM-RENDER-001: Redshift Info: =================================================================================================
job.log: 2024/03/19 14:00:26  DM-RENDER-001: Redshift Info: Summary: Lights:8 Meshes:217 Instances:0 PointClouds:0 MatOverrides:0 Proxies:0 ProxyInstances:0 Volumes:0 TraceSets:0
job.log: 2024/03/19 14:00:26  DM-RENDER-001: Redshift Info: License for net.maxon.license.app.bundle_maxonone-release~education-floating valid until Aug 28 2024
job.log: 2024/03/19 14:00:26  DM-RENDER-001: Redshift Info: =================================================================================================
job.log: 2024/03/19 14:01:50  DM-RENDER-001: Redshift Info: Rendering time: 1m:23s (4 GPU(s) used)
job.log: 2024/03/19 14:01:50  DM-RENDER-001: Redshift Info: 
job.log: 2024/03/19 14:01:51  DM-RENDER-001: Rendering frame 5 of job 'Nick C color redo'
job.log: 2024/03/19 14:01:52  DM-RENDER-001: Redshift Info: Summary: Lights:8 Meshes:217 Instances:0 PointClouds:0 MatOverrides:0 Proxies:0 ProxyInstances:0 Volumes:0 TraceSets:0
job.log: 2024/03/19 14:01:52  DM-RENDER-001: Redshift Info: License for net.maxon.license.app.bundle_maxonone-release~education-floating valid until Aug 28 2024
job.log: 2024/03/19 14:01:52  DM-RENDER-001: Redshift Info: AMM enabled
job.log: 2024/03/19 14:01:52  DM-RENDER-001: Redshift Info: =================================================================================================
job.log: 2024/03/19 14:01:52  DM-RENDER-001: Redshift Info: =================================================================================================
job.log: 2024/03/19 14:01:52  DM-RENDER-001: Redshift Info: Rendering frame 5...
job.log: 2024/03/19 14:03:13  DM-RENDER-009: Downloaded Asset(s) in 2.247 seconds
job.log: 2024/03/19 14:03:15  DM-RENDER-001: Redshift Info: 
job.log: 2024/03/19 14:03:15  DM-RENDER-001: Redshift Info: Rendering time: 1m:22s (4 GPU(s) used)
job.log: 2024/03/19 14:03:15  DM-RENDER-001: Rendering frame 6 of job 'Nick C color redo'
job.log: 2024/03/19 14:03:16  DM-RENDER-009: Rendering frame 49 of job 'Nick C color redo'
job.log: 2024/03/19 14:03:17  DM-RENDER-001: Redshift Info: Summary: Lights:8 Meshes:217 Instances:0 PointClouds:0 MatOverrides:0 Proxies:0 ProxyInstances:0 Volumes:0 TraceSets:0
job.log: 2024/03/19 14:03:17  DM-RENDER-001: Redshift Info: License for net.maxon.license.app.bundle_maxonone-release~education-floating valid until Aug 28 2024
job.log: 2024/03/19 14:03:17  DM-RENDER-001: Redshift Info: =================================================================================================
job.log: 2024/03/19 14:03:17  DM-RENDER-001: Redshift Info: AMM enabled
job.log: 2024/03/19 14:03:17  DM-RENDER-001: Redshift Info: Rendering frame 6...
job.log: 2024/03/19 14:03:17  DM-RENDER-001: Redshift Info: =================================================================================================
job.log: 2024/03/19 14:03:57  DM-RENDER-015: Downloaded Asset(s) in 2.214 seconds
job.log: 2024/03/19 14:04:00  DM-RENDER-015: Rendering frame 62 of job 'Nick C color redo'
job.log: 2024/03/19 14:04:14  DM-RENDER-014: Downloaded Asset(s) in 2.013 seconds
job.log: 2024/03/19 14:04:16  DM-RENDER-014: Rendering frame 69 of job 'Nick C color redo'
job.log: 2024/03/19 14:04:39  DM-RENDER-001: Redshift Info: 
job.log: 2024/03/19 14:04:39  DM-RENDER-001: Redshift Info: Rendering time: 1m:22s (4 GPU(s) used)
job.log: 2024/03/19 14:04:40  DM-RENDER-001: Rendering frame 7 of job 'Nick C color redo'
job.log: 2024/03/19 14:04:42  DM-RENDER-001: Redshift Info: Summary: Lights:8 Meshes:217 Instances:0 PointClouds:0 MatOverrides:0 Proxies:0 ProxyInstances:0 Volumes:0 TraceSets:0
job.log: 2024/03/19 14:04:42  DM-RENDER-001: Redshift Info: =================================================================================================
job.log: 2024/03/19 14:04:42  DM-RENDER-001: Redshift Info: AMM enabled
job.log: 2024/03/19 14:04:42  DM-RENDER-001: Redshift Info: =================================================================================================
job.log: 2024/03/19 14:04:42  DM-RENDER-001: Redshift Info: Rendering frame 7...
job.log: 2024/03/19 14:04:42  DM-RENDER-001: Redshift Info: License for net.maxon.license.app.bundle_maxonone-release~education-floating valid until Aug 28 2024
job.log: 2024/03/19 14:06:06  DM-RENDER-001: Redshift Info: Rendering time: 1m:23s (4 GPU(s) used)
job.log: 2024/03/19 14:06:06  DM-RENDER-001: Redshift Info: 
job.log: 2024/03/19 14:06:07  DM-RENDER-001: Rendering frame 8 of job 'Nick C color redo'
job.log: 2024/03/19 14:06:08  DM-RENDER-001: Redshift Info: Summary: Lights:8 Meshes:217 Instances:0 PointClouds:0 MatOverrides:0 Proxies:0 ProxyInstances:0 Volumes:0 TraceSets:0
job.log: 2024/03/19 14:06:08  DM-RENDER-001: Redshift Info: =================================================================================================
job.log: 2024/03/19 14:06:08  DM-RENDER-001: Redshift Info: =================================================================================================
job.log: 2024/03/19 14:06:08  DM-RENDER-001: Redshift Info: Rendering frame 8...
job.log: 2024/03/19 14:06:08  DM-RENDER-001: Redshift Info: AMM enabled
job.log: 2024/03/19 14:06:08  DM-RENDER-001: Redshift Info: License for net.maxon.license.app.bundle_maxonone-release~education-floating valid until Aug 28 2024
job.log: 2024/03/19 14:06:58  DM-RENDER-009: Redshift Info: =================================================================================================
job.log: 2024/03/19 14:06:58  DM-RENDER-009: Redshift Info: Rendering frame 49...
job.log: 2024/03/19 14:06:58  DM-RENDER-009: Redshift Info: =================================================================================================
job.log: 2024/03/19 14:06:58  DM-RENDER-009: Redshift Info: License for net.maxon.license.app.bundle_maxonone-release~education-floating valid until Aug 28 2024
job.log: 2024/03/19 14:06:58  DM-RENDER-009: Redshift Info: AMM enabled
job.log: 2024/03/19 14:06:58  DM-RENDER-009: Redshift Info: Summary: Lights:8 Meshes:217 Instances:0 PointClouds:0 MatOverrides:0 Proxies:0 ProxyInstances:0 Volumes:0 TraceSets:0
job.log: 2024/03/19 14:07:19  DM-RENDER-016: Downloaded Asset(s) in 2.094 seconds
job.log: 2024/03/19 14:07:22  DM-RENDER-016: Rendering frame 72 of job 'Nick C color redo'
job.log: 2024/03/19 14:07:33  DM-RENDER-001: Redshift Info: 
job.log: 2024/03/19 14:07:33  DM-RENDER-001: Redshift Info: Rendering time: 1m:24s (4 GPU(s) used)
job.log: 2024/03/19 14:07:34  DM-RENDER-001: Rendering frame 9 of job 'Nick C color redo'
job.log: 2024/03/19 14:07:36  DM-RENDER-001: Redshift Info: Summary: Lights:8 Meshes:217 Instances:0 PointClouds:0 MatOverrides:0 Proxies:0 ProxyInstances:0 Volumes:0 TraceSets:0
job.log: 2024/03/19 14:07:36  DM-RENDER-001: Redshift Info: =================================================================================================
job.log: 2024/03/19 14:07:36  DM-RENDER-001: Redshift Info: License for net.maxon.license.app.bundle_maxonone-release~education-floating valid until Aug 28 2024
job.log: 2024/03/19 14:07:36  DM-RENDER-001: Redshift Info: Rendering frame 9...
job.log: 2024/03/19 14:07:36  DM-RENDER-001: Redshift Info: AMM enabled
job.log: 2024/03/19 14:07:36  DM-RENDER-001: Redshift Info: =================================================================================================
job.log: 2024/03/19 14:07:51  DM-RENDER-015: Redshift Info: Summary: Lights:8 Meshes:217 Instances:0 PointClouds:0 MatOverrides:0 Proxies:0 ProxyInstances:0 Volumes:0 TraceSets:0
job.log: 2024/03/19 14:07:51  DM-RENDER-015: Redshift Info: Rendering frame 62...
job.log: 2024/03/19 14:07:51  DM-RENDER-015: Redshift Info: License for net.maxon.license.app.bundle_maxonone-release~education-floating valid until Aug 28 2024
job.log: 2024/03/19 14:07:51  DM-RENDER-015: Redshift Info: =================================================================================================
job.log: 2024/03/19 14:07:51  DM-RENDER-015: Redshift Info: AMM enabled
job.log: 2024/03/19 14:07:51  DM-RENDER-015: Redshift Info: =================================================================================================
job.log: 2024/03/19 14:08:07  DM-RENDER-014: Redshift Info: Summary: Lights:8 Meshes:217 Instances:0 PointClouds:0 MatOverrides:0 Proxies:0 ProxyInstances:0 Volumes:0 TraceSets:0
job.log: 2024/03/19 14:08:07  DM-RENDER-014: Redshift Info: AMM enabled
job.log: 2024/03/19 14:08:07  DM-RENDER-014: Redshift Info: =================================================================================================
job.log: 2024/03/19 14:08:07  DM-RENDER-014: Redshift Info: Rendering frame 69...
job.log: 2024/03/19 14:08:07  DM-RENDER-014: Redshift Info: License for net.maxon.license.app.bundle_maxonone-release~education-floating valid until Aug 28 2024
job.log: 2024/03/19 14:08:07  DM-RENDER-014: Redshift Info: =================================================================================================
job.log: 2024/03/19 14:08:58  DM-RENDER-001: Redshift Info: Rendering time: 1m:22s (4 GPU(s) used)
job.log: 2024/03/19 14:08:58  DM-RENDER-001: Redshift Info: 
job.log: 2024/03/19 14:08:59  DM-RENDER-001: Rendering frame 10 of job 'Nick C color redo'
job.log: 2024/03/19 14:09:00  DM-RENDER-001: Redshift Info: Summary: Lights:8 Meshes:217 Instances:0 PointClouds:0 MatOverrides:0 Proxies:0 ProxyInstances:0 Volumes:0 TraceSets:0
job.log: 2024/03/19 14:09:00  DM-RENDER-001: Redshift Info: AMM enabled
job.log: 2024/03/19 14:09:00  DM-RENDER-001: Redshift Info: License for net.maxon.license.app.bundle_maxonone-release~education-floating valid until Aug 28 2024
job.log: 2024/03/19 14:09:00  DM-RENDER-001: Redshift Info: =================================================================================================
job.log: 2024/03/19 14:09:00  DM-RENDER-001: Redshift Info: =================================================================================================
job.log: 2024/03/19 14:09:00  DM-RENDER-001: Redshift Info: Rendering frame 10...
job.log: 2024/03/19 14:10:29  DM-RENDER-001: Redshift Info: 
job.log: 2024/03/19 14:10:29  DM-RENDER-001: Redshift Info: Rendering time: 1m:28s (4 GPU(s) used)
job.log: 2024/03/19 14:10:30  DM-RENDER-001: Rendering frame 11 of job 'Nick C color redo'
job.log: 2024/03/19 14:10:31  DM-RENDER-001: Redshift Info: Summary: Lights:8 Meshes:217 Instances:0 PointClouds:0 MatOverrides:0 Proxies:0 ProxyInstances:0 Volumes:0 TraceSets:0
job.log: 2024/03/19 14:10:31  DM-RENDER-001: Redshift Info: License for net.maxon.license.app.bundle_maxonone-release~education-floating valid until Aug 28 2024
job.log: 2024/03/19 14:10:31  DM-RENDER-001: Redshift Info: =================================================================================================
job.log: 2024/03/19 14:10:31  DM-RENDER-001: Redshift Info: AMM enabled
job.log: 2024/03/19 14:10:31  DM-RENDER-001: Redshift Info: Rendering frame 11...
job.log: 2024/03/19 14:10:31  DM-RENDER-001: Redshift Info: =================================================================================================
job.log: 2024/03/19 14:11:11  DM-RENDER-016: Redshift Info: Summary: Lights:8 Meshes:217 Instances:0 PointClouds:0 MatOverrides:0 Proxies:0 ProxyInstances:0 Volumes:0 TraceSets:0
job.log: 2024/03/19 14:11:11  DM-RENDER-016: Redshift Info: License for net.maxon.license.app.bundle_maxonone-release~education-floating valid until Aug 28 2024
job.log: 2024/03/19 14:11:11  DM-RENDER-016: Redshift Info: =================================================================================================
job.log: 2024/03/19 14:11:11  DM-RENDER-016: Redshift Info: =================================================================================================
job.log: 2024/03/19 14:11:11  DM-RENDER-016: Redshift Info: AMM enabled
job.log: 2024/03/19 14:11:11  DM-RENDER-016: Redshift Info: Rendering frame 72...
job.log: 2024/03/19 14:11:36  DM-RENDER-013: Downloaded Asset(s) in 2.160 seconds
job.log: 2024/03/19 14:11:38  DM-RENDER-013: Rendering frame 76 of job 'Nick C color redo'
job.log: 2024/03/19 14:11:55  DM-RENDER-001: Redshift Info: 
job.log: 2024/03/19 14:11:56  DM-RENDER-001: Redshift Info: Rendering time: 1m:24s (4 GPU(s) used)
job.log: 2024/03/19 14:11:57  DM-RENDER-001: Rendering frame 12 of job 'Nick C color redo'
job.log: 2024/03/19 14:11:58  DM-RENDER-009: Redshift Info: Rendering time: 4m:59s (2 GPU(s) used)
job.log: 2024/03/19 14:11:58  DM-RENDER-009: Redshift Info: 
job.log: 2024/03/19 14:11:58  DM-RENDER-001: Redshift Info: Summary: Lights:8 Meshes:217 Instances:0 PointClouds:0 MatOverrides:0 Proxies:0 ProxyInstances:0 Volumes:0 TraceSets:0
job.log: 2024/03/19 14:11:58  DM-RENDER-001: Redshift Info: =================================================================================================
job.log: 2024/03/19 14:11:58  DM-RENDER-001: Redshift Info: License for net.maxon.license.app.bundle_maxonone-release~education-floating valid until Aug 28 2024
job.log: 2024/03/19 14:11:58  DM-RENDER-001: Redshift Info: Rendering frame 12...
job.log: 2024/03/19 14:11:58  DM-RENDER-001: Redshift Info: AMM enabled
job.log: 2024/03/19 14:11:58  DM-RENDER-001: Redshift Info: =================================================================================================
job.log: 2024/03/19 14:11:59  DM-RENDER-009: Rendering frame 24 of job 'Nick C color redo'
job.log: 2024/03/19 14:12:00  DM-RENDER-009: Redshift Info: Summary: Lights:8 Meshes:217 Instances:0 PointClouds:0 MatOverrides:0 Proxies:0 ProxyInstances:0 Volumes:0 TraceSets:0
job.log: 2024/03/19 14:12:00  DM-RENDER-009: Redshift Info: =================================================================================================
job.log: 2024/03/19 14:12:00  DM-RENDER-009: Redshift Info: License for net.maxon.license.app.bundle_maxonone-release~education-floating valid until Aug 28 2024
job.log: 2024/03/19 14:12:00  DM-RENDER-009: Redshift Info: =================================================================================================
job.log: 2024/03/19 14:12:00  DM-RENDER-009: Redshift Info: AMM enabled
job.log: 2024/03/19 14:12:00  DM-RENDER-009: Redshift Info: Rendering frame 24...
job.log: 2024/03/19 14:12:52  DM-RENDER-015: Redshift Info: Rendering time: 5m:0s (2 GPU(s) used)
job.log: 2024/03/19 14:12:52  DM-RENDER-015: Redshift Info: 
job.log: 2024/03/19 14:12:53  DM-RENDER-015: Rendering frame 36 of job 'Nick C color redo'
job.log: 2024/03/19 14:12:54  DM-RENDER-015: Redshift Info: Summary: Lights:8 Meshes:217 Instances:0 PointClouds:0 MatOverrides:0 Proxies:0 ProxyInstances:0 Volumes:0 TraceSets:0
job.log: 2024/03/19 14:12:54  DM-RENDER-015: Redshift Info: =================================================================================================
job.log: 2024/03/19 14:12:54  DM-RENDER-015: Redshift Info: =================================================================================================
job.log: 2024/03/19 14:12:54  DM-RENDER-015: Redshift Info: License for net.maxon.license.app.bundle_maxonone-release~education-floating valid until Aug 28 2024
job.log: 2024/03/19 14:12:54  DM-RENDER-015: Redshift Info: Rendering frame 36...
job.log: 2024/03/19 14:12:54  DM-RENDER-015: Redshift Info: AMM enabled
job.log: 2024/03/19 14:13:02  DM-RENDER-014: Redshift Info: 
job.log: 2024/03/19 14:13:02  DM-RENDER-014: Redshift Info: Rendering time: 4m:54s (2 GPU(s) used)
job.log: 2024/03/19 14:13:03  DM-RENDER-014: Rendering frame 48 of job 'Nick C color redo'
job.log: 2024/03/19 14:13:04  DM-RENDER-014: Redshift Info: =================================================================================================
job.log: 2024/03/19 14:13:04  DM-RENDER-014: Redshift Info: =================================================================================================
job.log: 2024/03/19 14:13:04  DM-RENDER-014: Redshift Info: Summary: Lights:8 Meshes:217 Instances:0 PointClouds:0 MatOverrides:0 Proxies:0 ProxyInstances:0 Volumes:0 TraceSets:0
job.log: 2024/03/19 14:13:04  DM-RENDER-014: Redshift Info: AMM enabled
job.log: 2024/03/19 14:13:04  DM-RENDER-014: Redshift Info: License for net.maxon.license.app.bundle_maxonone-release~education-floating valid until Aug 28 2024
job.log: 2024/03/19 14:13:04  DM-RENDER-014: Redshift Info: Rendering frame 48...
job.log: 2024/03/19 14:13:23  DM-RENDER-001: Redshift Info: 
job.log: 2024/03/19 14:13:23  DM-RENDER-001: Redshift Info: Rendering time: 1m:24s (4 GPU(s) used)
job.log: 2024/03/19 14:13:24  DM-RENDER-001: Rendering frame 13 of job 'Nick C color redo'
job.log: 2024/03/19 14:13:25  DM-RENDER-001: Redshift Info: Summary: Lights:8 Meshes:217 Instances:0 PointClouds:0 MatOverrides:0 Proxies:0 ProxyInstances:0 Volumes:0 TraceSets:0
